a_id,a_name,b_id,b_name,score,reasons,a_date,b_date,a_coords,b_coords,a_map,b_map
BDS-MASTER-0083,Bãi Container & Dịch vụ Cảng (Diện tích 31 ha) với giá chào 2 trđ/m2 tại Phước Hòa,BDS-MASTER-0434,bị Phốt nhiều à Vậy bỏ qua cái Đức Long nha by Unknown User,140,same_map_link; same_coord_0m,2022-08-09,2025-04-03,"10.6312837, 107.0212037","10.6312837, 107.0212037",https://goo.gl/maps/JtDt3jc8pMZ3n7xH9; https://goo.gl/maps/GPLvd34uRNT1EL5bA; https://goo.gl/maps/oJP5R9Jfe8yAcrWY6,https://goo.gl/maps/JtDt3jc8pMZ3n7xH9; https://goo.gl/maps/GPLvd34uRNT1EL5bA; https://goo.gl/maps/oJP5R9Jfe8yAcrWY6
BDS-MASTER-0083,Bãi Container & Dịch vụ Cảng (Diện tích 31 ha) với giá chào 2 trđ/m2 tại Phước Hòa,BDS-MASTER-0479,tại Đà Lạt vào ngày 09-11,140,same_map_link; same_coord_0m,2022-08-09,,"10.6312837, 107.0212037","10.6312837, 107.0212037",https://goo.gl/maps/JtDt3jc8pMZ3n7xH9; https://goo.gl/maps/GPLvd34uRNT1EL5bA; https://goo.gl/maps/oJP5R9Jfe8yAcrWY6,https://goo.gl/maps/JtDt3jc8pMZ3n7xH9; https://goo.gl/maps/GPLvd34uRNT1EL5bA; https://goo.gl/maps/oJP5R9Jfe8yAcrWY6
BDS-MASTER-0084,Chung cư Minh Ngọc tại đường CMT8,BDS-MASTER-0491,Minh Ngọc,140,same_map_link; same_coord_0m,2022-09-19,2022-09-19,"10.7867189, 106.6664747","10.7867189, 106.6664747",https://goo.gl/maps/cUNDNuwk9M5KBSbJA; https://goo.gl/maps/cUNDNuwk9M5KBSbJA**,https://goo.gl/maps/cUNDNuwk9M5KBSbJA; https://goo.gl/maps/cUNDNuwk9M5KBSbJA**
BDS-MASTER-0085,Felicia Đà Nẵng,BDS-MASTER-0193,Võ Văn Kiệt (Gộp 2 Lô) theo chỉ tiêu QH dự kiến điều chỉnh,140,same_map_link; same_coord_0m,2025-02-19,,"16.053394, 108.247722","16.053394, 108.247722",https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8,https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8
BDS-MASTER-0085,Felicia Đà Nẵng,BDS-MASTER-0195,gộp 2 lô Võ Văn Kiệt theo thay đổi giá bán căn hộ và giá mua dự án,140,same_map_link; same_coord_0m,2025-02-19,,"16.053394, 108.247722","16.053394, 108.247722",https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8,https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8
BDS-MASTER-0085,Felicia Đà Nẵng,BDS-MASTER-0212,Holiday Beach tại Đà Nẵng đánh giá nhanh phương án vận hành khách sạn tạm thời trong thời gian ngắn,140,same_map_link; same_coord_0m,2025-02-19,2024-09-14,"16.053394, 108.247722","16.053394, 108.247722",https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8,https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8
BDS-MASTER-0085,Felicia Đà Nẵng,BDS-MASTER-0359,chung cư nhiều nhưng số lượng dự án và thị trường thì thấy Đà Nẵng có vẻ sôi động hơn à Nhưng condotel ở Đà Nẵ,140,same_map_link; same_coord_0m,2025-02-19,2024-10-25,"16.053394, 108.247722","16.053394, 108.247722",https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8,https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8
BDS-MASTER-0085,Felicia Đà Nẵng,BDS-MASTER-0426,Khu nhà ở công nhân và chuyên gia tại xã Nhơn Trạch của Công ty TNHH Vạn Phúc,140,same_map_link; same_coord_0m,2025-02-19,,"16.053394, 108.247722","16.053394, 108.247722",https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8,https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8
BDS-MASTER-0088,Võ Văn Kiệt) cố định ~ 190 tr/m2,BDS-MASTER-0431,Vo Van Kiet Gop 2 Lo (IN),140,same_map_link; same_coord_0m,,,"10.8403809, 106.7198151","10.8403809, 106.7198151","https://www.google.com/maps?q=10.8403809; https://www.google.com/maps?q=10.8403809,106.7198151&entry=gps&shh=CAE&lucs=,94297699,94231188,9428","https://www.google.com/maps?q=10.8403809; https://www.google.com/maps?q=10.8403809,106.7198151&entry=gps&shh=CAE&lucs=,94297699,94231188,9428"
BDS-MASTER-0089,chung cư Thành Lộc với tổng diện tích đất phù hợp quy hoạch để thực hiện dự án là 8,BDS-MASTER-0309,khác đang mở bán trên thị trường,140,same_map_link; same_coord_0m,2022-08-09,2022-08-10,"10.95584, 106.68369","10.95584, 106.68369",https://goo.gl/maps/SeJtvcKkqmN6a7oy6,https://goo.gl/maps/SeJtvcKkqmN6a7oy6
BDS-MASTER-0090,có mặt tiền rộng khoảng 100m ngay đường Nguyễn Hữu Thọ,BDS-MASTER-0303,cần kiểm tra lại QH 1,140,same_map_link; same_coord_0m,2022-08-26,,"10.6873566, 106.7186056","10.6873566, 106.7186056",https://goo.gl/maps/k4R8TwNVtrg4BrJc9,https://goo.gl/maps/k4R8TwNVtrg4BrJc9
BDS-MASTER-0090,có mặt tiền rộng khoảng 100m ngay đường Nguyễn Hữu Thọ,BDS-MASTER-0337,=> Nên chưa đánh giá hiệu quả dự án theo yếu tố dòng tiền ** Link Drive,140,same_map_link; same_coord_0m,2022-08-26,2022-11-02,"10.6873566, 106.7186056","10.6873566, 106.7186056",https://goo.gl/maps/k4R8TwNVtrg4BrJc9,https://goo.gl/maps/k4R8TwNVtrg4BrJc9
BDS-MASTER-0090,có mặt tiền rộng khoảng 100m ngay đường Nguyễn Hữu Thọ,BDS-MASTER-0343,Hội An Riverside có nhiều khả năng thay đổi concept,140,same_map_link; same_coord_0m,2022-08-26,2025-01-02,"10.6873566, 106.7186056","10.6873566, 106.7186056",https://goo.gl/maps/k4R8TwNVtrg4BrJc9,https://goo.gl/maps/k4R8TwNVtrg4BrJc9
BDS-MASTER-0090,có mặt tiền rộng khoảng 100m ngay đường Nguyễn Hữu Thọ,BDS-MASTER-0374,lớn và có quy mô tương tự dự án Nghiên cứu (Dự án – Hùng Thắng 1,140,same_map_link; same_coord_0m,2022-08-26,2022-10-01,"10.6873566, 106.7186056","10.6873566, 106.7186056",https://goo.gl/maps/k4R8TwNVtrg4BrJc9,https://goo.gl/maps/k4R8TwNVtrg4BrJc9
BDS-MASTER-0090,có mặt tiền rộng khoảng 100m ngay đường Nguyễn Hữu Thọ,BDS-MASTER-0433,bên mình đã đang follow nha a Huy Mai-PTDT Anh đã share hồ sơ cho em rồi nha,140,same_map_link; same_coord_0m,2022-08-26,2023-04-24,"10.6873566, 106.7186056","10.6873566, 106.7186056",https://goo.gl/maps/k4R8TwNVtrg4BrJc9,https://goo.gl/maps/k4R8TwNVtrg4BrJc9
BDS-MASTER-0093,khu mặt tiền đường Ngô Chí Quốc (gom đất gần Phú Quang)- Cập nhật Quy hoạch Phân khu,BDS-MASTER-0154,Cù lao Tân Vạn theo đơn giá bán (đất + nhà) trung bình dựa vào các loại hình do Mr,140,same_map_link; same_coord_0m,,2025-05-06,"10.840677, 106.719716","10.840677, 106.719716",https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6,https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6
BDS-MASTER-0093,khu mặt tiền đường Ngô Chí Quốc (gom đất gần Phú Quang)- Cập nhật Quy hoạch Phân khu,BDS-MASTER-0249,NOXH sẽ giúp tạo thương hiệu tích cực cho công ty trên thị trường,140,same_map_link; same_coord_0m,,,"10.840677, 106.719716","10.840677, 106.719716",https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6,https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6
BDS-MASTER-0093,khu mặt tiền đường Ngô Chí Quốc (gom đất gần Phú Quang)- Cập nhật Quy hoạch Phân khu,BDS-MASTER-0269,tuy nhiên,140,same_map_link; same_coord_0m,,2023-12-18,"10.840677, 106.719716","10.840677, 106.719716",https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6,https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6
BDS-MASTER-0093,khu mặt tiền đường Ngô Chí Quốc (gom đất gần Phú Quang)- Cập nhật Quy hoạch Phân khu,BDS-MASTER-0378,nào mà đóng tssđ hàng năm nó cứ tăng hàng năm nữa,140,same_map_link; same_coord_0m,,2023-08-11,"10.840677, 106.719716","10.840677, 106.719716",https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6,https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6
BDS-MASTER-0093,khu mặt tiền đường Ngô Chí Quốc (gom đất gần Phú Quang)- Cập nhật Quy hoạch Phân khu,BDS-MASTER-0394,thì khả năng cao dự án không phải nộp thêm ạ,140,same_map_link; same_coord_0m,,,"10.840677, 106.719716","10.840677, 106.719716",https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6,https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6
BDS-MASTER-0093,khu mặt tiền đường Ngô Chí Quốc (gom đất gần Phú Quang)- Cập nhật Quy hoạch Phân khu,BDS-MASTER-0420,Gladia heights dự kiến triển khai trong 2026 này,140,same_map_link; same_coord_0m,,,"10.840677, 106.719716","10.840677, 106.719716",https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6,https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6
BDS-MASTER-0093,khu mặt tiền đường Ngô Chí Quốc (gom đất gần Phú Quang)- Cập nhật Quy hoạch Phân khu,BDS-MASTER-0471,thông qua đấu thầu nên khả năng cao chỉ thực hiện được chuyển nhượng thông qua hình thức mua cổ phần nên,140,same_map_link; same_coord_0m,,2025-06-26,"10.840677, 106.719716","10.840677, 106.719716",https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6,https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6
BDS-MASTER-0094,thấp tầng SADACO – Phú Mỹ,BDS-MASTER-0186,Khách sạn,140,same_map_link; same_coord_0m,2025-04-08,2025-04-17,"10.652525, 107.083154","10.652525, 107.083154",https://maps.app.goo.gl/efNjqXtJS5uqAid67,https://maps.app.goo.gl/efNjqXtJS5uqAid67
BDS-MASTER-0094,thấp tầng SADACO – Phú Mỹ,BDS-MASTER-0196,không đạt hiệu quả ạ Begin quote,140,same_map_link; same_coord_0m,2025-04-08,2026-06-11,"10.652525, 107.083154","10.652525, 107.083154",https://maps.app.goo.gl/efNjqXtJS5uqAid67,https://maps.app.goo.gl/efNjqXtJS5uqAid67
BDS-MASTER-0094,thấp tầng SADACO – Phú Mỹ,BDS-MASTER-0312,không khả thi với bất kỳ giá mua nào Begin quote,140,same_map_link; same_coord_0m,2025-04-08,,"10.652525, 107.083154","10.652525, 107.083154",https://maps.app.goo.gl/efNjqXtJS5uqAid67,https://maps.app.goo.gl/efNjqXtJS5uqAid67
BDS-MASTER-0094,thấp tầng SADACO – Phú Mỹ,BDS-MASTER-0365,của Novaland được tháo gỡ liên quan đến Waterbay và Lakeview theo NQ 170 của Quốc Hội Liên quan đến vấn đề giả,140,same_map_link; same_coord_0m,2025-04-08,2025-02-28,"10.652525, 107.083154","10.652525, 107.083154",https://maps.app.goo.gl/efNjqXtJS5uqAid67,https://maps.app.goo.gl/efNjqXtJS5uqAid67
BDS-MASTER-0094,thấp tầng SADACO – Phú Mỹ,BDS-MASTER-0367,hiện tại mình đang vận hành để xem thử mình có chi phí nào khác cần bổ sung không à,140,same_map_link; same_coord_0m,2025-04-08,2025-04-08,"10.652525, 107.083154","10.652525, 107.083154",https://maps.app.goo.gl/efNjqXtJS5uqAid67,https://maps.app.goo.gl/efNjqXtJS5uqAid67
BDS-MASTER-0094,thấp tầng SADACO – Phú Mỹ,BDS-MASTER-0430,The Bale của Được gửi giá đã giảm mà lại ko lãi hã Begin quote,140,same_map_link; same_coord_0m,2025-04-08,2023-06-01,"10.652525, 107.083154","10.652525, 107.083154",https://maps.app.goo.gl/efNjqXtJS5uqAid67,https://maps.app.goo.gl/efNjqXtJS5uqAid67
BDS-MASTER-0094,thấp tầng SADACO – Phú Mỹ,BDS-MASTER-0435,chợ lớn có khi phải điều chỉnh ranh Begin quote,140,same_map_link; same_coord_0m,2025-04-08,2024-11-25,"10.652525, 107.083154","10.652525, 107.083154",https://maps.app.goo.gl/efNjqXtJS5uqAid67,https://maps.app.goo.gl/efNjqXtJS5uqAid67
BDS-MASTER-0097,2769m2 Hoàng Sa Đà Nẵng (chưa bao gồm TSDĐ bổ sung),BDS-MASTER-0208,đạt tỷ lệ LNTT/TMĐT 15% ~ 290 tỷ đồng ~ đơn giá 137,140,same_map_link; same_coord_0m,2025-06-05,,"16.051348, 108.233637","16.051348, 108.233637",https://maps.app.goo.gl/acrdQ54V3NVNNkKh9,https://maps.app.goo.gl/acrdQ54V3NVNNkKh9
BDS-MASTER-0098,2769m2 tại Đà Nẵng,BDS-MASTER-0126,Cảng Sài Gòn – Thép Việt,140,same_map_link; same_coord_0m,2022-08-03,2022-08-09,"10.6312837, 107.0212037","10.6312837, 107.0212037",https://goo.gl/maps/JtDt3jc8pMZ3n7xH9; https://goo.gl/maps/GPLvd34uRNT1EL5bA; https://goo.gl/maps/oJP5R9Jfe8yAcrWY6,https://goo.gl/maps/JtDt3jc8pMZ3n7xH9; https://goo.gl/maps/GPLvd34uRNT1EL5bA; https://goo.gl/maps/oJP5R9Jfe8yAcrWY6
BDS-MASTER-0098,2769m2 tại Đà Nẵng,BDS-MASTER-0434,bị Phốt nhiều à Vậy bỏ qua cái Đức Long nha by Unknown User,140,same_map_link; same_coord_0m,2022-08-03,2025-04-03,"10.6312837, 107.0212037","10.6312837, 107.0212037",https://goo.gl/maps/JtDt3jc8pMZ3n7xH9; https://goo.gl/maps/GPLvd34uRNT1EL5bA; https://goo.gl/maps/oJP5R9Jfe8yAcrWY6,https://goo.gl/maps/JtDt3jc8pMZ3n7xH9; https://goo.gl/maps/GPLvd34uRNT1EL5bA; https://goo.gl/maps/oJP5R9Jfe8yAcrWY6
BDS-MASTER-0098,2769m2 tại Đà Nẵng,BDS-MASTER-0479,tại Đà Lạt vào ngày 09-11,140,same_map_link; same_coord_0m,2022-08-03,,"10.6312837, 107.0212037","10.6312837, 107.0212037",https://goo.gl/maps/JtDt3jc8pMZ3n7xH9; https://goo.gl/maps/GPLvd34uRNT1EL5bA; https://goo.gl/maps/oJP5R9Jfe8yAcrWY6,https://goo.gl/maps/JtDt3jc8pMZ3n7xH9; https://goo.gl/maps/GPLvd34uRNT1EL5bA; https://goo.gl/maps/oJP5R9Jfe8yAcrWY6
BDS-MASTER-0101,54ha liền kề sân bay Phan Thiết có giá chào 860-900 tỷ,BDS-MASTER-0258,dự kiến hợp tác vs,140,same_map_link; same_coord_0m,2022-08-11,2022-08-10,"11.0196953, 108.2482713","11.0196953, 108.2482713",https://goo.gl/maps/9VManjp1YiqeSC1A8,https://goo.gl/maps/9VManjp1YiqeSC1A8
BDS-MASTER-0101,54ha liền kề sân bay Phan Thiết có giá chào 860-900 tỷ,BDS-MASTER-0276,(pháp lý,140,same_map_link; same_coord_0m,2022-08-11,2022-08-22,"11.0196953, 108.2482713","11.0196953, 108.2482713",https://goo.gl/maps/9VManjp1YiqeSC1A8,https://goo.gl/maps/9VManjp1YiqeSC1A8
BDS-MASTER-0101,54ha liền kề sân bay Phan Thiết có giá chào 860-900 tỷ,BDS-MASTER-0306,dự kiến hợp tác vs park hyatt,140,same_map_link; same_coord_0m,2022-08-11,2022-08-10,"11.0196953, 108.2482713","11.0196953, 108.2482713",https://goo.gl/maps/9VManjp1YiqeSC1A8,https://goo.gl/maps/9VManjp1YiqeSC1A8
BDS-MASTER-0101,54ha liền kề sân bay Phan Thiết có giá chào 860-900 tỷ,BDS-MASTER-0318,này hiện đã thực hiện pháp lý đến gia,140,same_map_link; same_coord_0m,2022-08-11,2022-08-10,"11.0196953, 108.2482713","11.0196953, 108.2482713",https://goo.gl/maps/9VManjp1YiqeSC1A8,https://goo.gl/maps/9VManjp1YiqeSC1A8
BDS-MASTER-0101,54ha liền kề sân bay Phan Thiết có giá chào 860-900 tỷ,BDS-MASTER-0457,này nha anh Cái này phải đi khảo sát địa hình,140,same_map_link; same_coord_0m,2022-08-11,2022-08-10,"11.0196953, 108.2482713","11.0196953, 108.2482713",https://goo.gl/maps/9VManjp1YiqeSC1A8,https://goo.gl/maps/9VManjp1YiqeSC1A8
BDS-MASTER-0102,728 Cách Mạng Tháng 8 Tổng mức đầu tư (Chưa VAT),BDS-MASTER-0403,đang ở giai đoạn đ,140,same_map_link; same_coord_0m,,2024-07-24,"10.686804, 106.936193","10.686804, 106.936193",https://maps.app.goo.gl/QVMCmJp83pMBNKrL8,https://maps.app.goo.gl/QVMCmJp83pMBNKrL8
BDS-MASTER-0102,728 Cách Mạng Tháng 8 Tổng mức đầu tư (Chưa VAT),BDS-MASTER-0442,của Nova đang khởi công t,140,same_map_link; same_coord_0m,,2023-06-06,"10.686804, 106.936193","10.686804, 106.936193",https://maps.app.goo.gl/QVMCmJp83pMBNKrL8,https://maps.app.goo.gl/QVMCmJp83pMBNKrL8
BDS-MASTER-0103,8029 m2 tại Mỹ Phước - Tân Vạn,BDS-MASTER-0148,được chào về tại Bình Dương,140,same_map_link; same_coord_0m,2022-07-28,2022-07-28,"10.9729953, 106.7174413","10.9729953, 106.7174413",https://goo.gl/maps/aSmRwi2p279NGLcb9; https://goo.gl/maps/s4v5mQf8LyZUv8B7A,https://goo.gl/maps/aSmRwi2p279NGLcb9; https://goo.gl/maps/s4v5mQf8LyZUv8B7A
BDS-MASTER-0104,Bãi Kèo Phú Quốc,BDS-MASTER-0201,này có các vấn đề pháp lý chưa rõ và cần Phòng pháp lý dự án đánh giá chi tiết,140,same_map_link; same_coord_0m,,2025-06-05,"10.7964935, 106.7288642","10.7964935, 106.7288642",https://maps.app.goo.gl/AoJAreLLvUUHzVVw5,https://maps.app.goo.gl/AoJAreLLvUUHzVVw5
BDS-MASTER-0104,Bãi Kèo Phú Quốc,BDS-MASTER-0317,này hiện chỉ đóng tiền sử dụng đát trên diện tích đất xây dựng thay vì diện tích đất toàn khu đối với toàn khu,140,same_map_link; same_coord_0m,,2025-03-16,"10.7964935, 106.7288642","10.7964935, 106.7288642",https://maps.app.goo.gl/AoJAreLLvUUHzVVw5,https://maps.app.goo.gl/AoJAreLLvUUHzVVw5
BDS-MASTER-0105,DKC ARITA TWIN TOWER 1,BDS-MASTER-0176,nhà ở khi chuyển mục đích sang đất ở theo Luật Đất đai sẽ phải thực hiện đấu giá đối với hiện trạng các khu đấ,140,same_map_link; same_coord_0m,2023-04-13,2023-03-15,"18.687645, 105.674201","18.687645, 105.674201",https://goo.gl/maps/h4LQbK4dijinbrmF8,https://goo.gl/maps/h4LQbK4dijinbrmF8
BDS-MASTER-0105,DKC ARITA TWIN TOWER 1,BDS-MASTER-0382,này thì phải Các dự án quy mô trên 1000 ha trước khi Nov,140,same_map_link; same_coord_0m,2023-04-13,2024-12-16,"18.687645, 105.674201","18.687645, 105.674201",https://goo.gl/maps/h4LQbK4dijinbrmF8,https://goo.gl/maps/h4LQbK4dijinbrmF8
BDS-MASTER-0107,Khu nhà ở Đại Quang Minh,BDS-MASTER-0192,Swan Park và Swan Bay,140,same_map_link; same_coord_0m,2023-06-12,2023-06-13,"10.9579893, 106.7049181","10.9579893, 106.7049181",https://goo.gl/maps/GPVNSt7Q6a73xSKHA,https://goo.gl/maps/GPVNSt7Q6a73xSKHA
BDS-MASTER-0108,Khu trung tâm tòa nhà hỗn hợp thương mại,BDS-MASTER-0465,nên Nova buộc dừng thi công toàn bộ & bị khủng hoảng,140,same_map_link; same_coord_0m,2022-07-20,2023-06-06,"21.00482, 105.62521","21.00482, 105.62521",https://goo.gl/maps/trCxv7WmZ7Lim467A,https://goo.gl/maps/trCxv7WmZ7Lim467A
BDS-MASTER-0110,Nơ Trang Long,BDS-MASTER-0324,sẽ được cải thiện hơn,140,same_map_link; same_coord_0m,,,"10.710113, 106.6489317","10.710113, 106.6489317",https://maps.app.goo.gl/H57L1w8ReXXNhtb99,https://maps.app.goo.gl/H57L1w8ReXXNhtb99
BDS-MASTER-0110,Nơ Trang Long,BDS-MASTER-0383,này với các điều kiện sau,140,same_map_link; same_coord_0m,,,"10.710113, 106.6489317","10.710113, 106.6489317",https://maps.app.goo.gl/H57L1w8ReXXNhtb99,https://maps.app.goo.gl/H57L1w8ReXXNhtb99
BDS-MASTER-0111,Phú Quang,BDS-MASTER-0384,nêu trên (QĐ 789 cho khu đất 2,140,same_map_link; same_coord_0m,2025-07-15,2025-06-26,"10.674157, 106.929268","10.674157, 106.929268",https://maps.app.goo.gl/Fsyo4xmwK3kmzbC9A; https://maps.app.goo.gl/hMM3KEF5KhFhsZJi7,https://maps.app.goo.gl/Fsyo4xmwK3kmzbC9A; https://maps.app.goo.gl/hMM3KEF5KhFhsZJi7
BDS-MASTER-0115,khu dân cư cao tầng Ngọc Hồi với tổng diện tích đất thực hiện dự án là 24,BDS-MASTER-0163,Suối Nhum với giá 1180 tỷ theo hình thức chuyển nhượng 100% cổ phần cty với hiện trạng có Quy hoạch mới dự kiế,140,same_map_link; same_coord_0m,2022-08-26,2022-08-30,"20.94081, 105.84306","20.94081, 105.84306",https://goo.gl/maps/YaZ9tS4Xqtm5REAe6,https://goo.gl/maps/YaZ9tS4Xqtm5REAe6
BDS-MASTER-0115,khu dân cư cao tầng Ngọc Hồi với tổng diện tích đất thực hiện dự án là 24,BDS-MASTER-0165,Vì 2 vấn đề trên,140,same_map_link; same_coord_0m,2022-08-26,2022-08-26,"20.94081, 105.84306","20.94081, 105.84306",https://goo.gl/maps/YaZ9tS4Xqtm5REAe6,https://goo.gl/maps/YaZ9tS4Xqtm5REAe6
BDS-MASTER-0115,khu dân cư cao tầng Ngọc Hồi với tổng diện tích đất thực hiện dự án là 24,BDS-MASTER-0168,Westgate của AnGia – 38 tr/m2 (vị trí trung tâm Huyện Bình Chánh) + Thấp hơn mức giá trung bình của Akari – Na,140,same_map_link; same_coord_0m,2022-08-26,2024-10-07,"20.94081, 105.84306","20.94081, 105.84306",https://goo.gl/maps/YaZ9tS4Xqtm5REAe6,https://goo.gl/maps/YaZ9tS4Xqtm5REAe6
BDS-MASTER-0115,khu dân cư cao tầng Ngọc Hồi với tổng diện tích đất thực hiện dự án là 24,BDS-MASTER-0178,trong thời gian khai thác kinh doanh,140,same_map_link; same_coord_0m,2022-08-26,2022-12-27,"20.94081, 105.84306","20.94081, 105.84306",https://goo.gl/maps/YaZ9tS4Xqtm5REAe6,https://goo.gl/maps/YaZ9tS4Xqtm5REAe6
BDS-MASTER-0115,khu dân cư cao tầng Ngọc Hồi với tổng diện tích đất thực hiện dự án là 24,BDS-MASTER-0181,(giá bán quỹ đất bao gồm cam kết của đối tác sẽ hỗ trợ phần đất đi vào dự án) với chi phí làm đường là 1tr/m2,140,same_map_link; same_coord_0m,2022-08-26,2022-09-26,"20.94081, 105.84306","20.94081, 105.84306",https://goo.gl/maps/YaZ9tS4Xqtm5REAe6,https://goo.gl/maps/YaZ9tS4Xqtm5REAe6
BDS-MASTER-0115,khu dân cư cao tầng Ngọc Hồi với tổng diện tích đất thực hiện dự án là 24,BDS-MASTER-0293,Regalia Gold 4 sao tại Nha Trang,140,same_map_link; same_coord_0m,2022-08-26,2022-12-27,"20.94081, 105.84306","20.94081, 105.84306",https://goo.gl/maps/YaZ9tS4Xqtm5REAe6,https://goo.gl/maps/YaZ9tS4Xqtm5REAe6
BDS-MASTER-0115,khu dân cư cao tầng Ngọc Hồi với tổng diện tích đất thực hiện dự án là 24,BDS-MASTER-0492,Ngọc Hồi Thanh Trì,140,same_map_link; same_coord_0m,2022-08-26,2022-08-26,"20.94081, 105.84306","20.94081, 105.84306",https://goo.gl/maps/YaZ9tS4Xqtm5REAe6,https://goo.gl/maps/YaZ9tS4Xqtm5REAe6
BDS-MASTER-0116,khu nhà ở Lộc Phú Gia với tổng diện tích đất thực hiện dự án là 690,BDS-MASTER-0159,KCN do Tập đoàn Xuận Thiện làm CĐT với 02 Nhà máy Gang thép - Cán thép đã dược tỉnh phê duyệt chủ trương đầu t,140,same_map_link; same_coord_0m,2022-08-26,2022-12-03,"11.3075137, 106.7658455","11.3075137, 106.7658455",https://goo.gl/maps/88psz7y8xzQTcyVn9,https://goo.gl/maps/88psz7y8xzQTcyVn9
BDS-MASTER-0117,khu tổ hợp văn phòng cho thuê,BDS-MASTER-0295,The Sang Residence đang gần hoàn thành xây dựng với giá bán (58-68trđ/m2) với vị trí nằm sâu trong đường Phạm,140,same_map_link; same_coord_0m,2022-08-10,2022-08-10,"16.06931, 108.24044","16.06931, 108.24044",https://goo.gl/maps/hgxR4SsThT7KqvbUA,https://goo.gl/maps/hgxR4SsThT7KqvbUA
BDS-MASTER-0117,khu tổ hợp văn phòng cho thuê,BDS-MASTER-0304,của mình nằm sát Khu CBD mới của Đà Nẵng và lợi thế nằm ngay đường Phạm Văn Đồng (có 4 mặt tiền,140,same_map_link; same_coord_0m,2022-08-10,2022-08-10,"16.06931, 108.24044","16.06931, 108.24044",https://goo.gl/maps/hgxR4SsThT7KqvbUA,https://goo.gl/maps/hgxR4SsThT7KqvbUA
