candidate_key,existing_project_id,project_name_candidate,mention_count,first_report_date,latest_report_date,map_urls,land_area_mentions,price_mentions,sample_excerpt
khu trung tâm tòa nhà hỗn hợp thương mại,,Khu trung tâm tòa nhà hỗn hợp thương mại,1,2022-07-20,2022-07-20,https://goo.gl/maps/trCxv7WmZ7Lim467A,"150 ha; 1,350 ha; 573.8 m2; 646.9 m2; 926.9 m2; 54,896 m2; 24,888 m2; 238,835 m2; 56,492 m2; 49,454 m2; 132,889 m2; 202 m2; 5,045 m2; 6,054 m2; 3.500ha; 970ha; 1.350ha; 1.137ha; 24,703 m2","500 tỷ; 8 tr/m2; 17 tr/m2; 23 tr/m2; 37 tr/m2; 45 tr/m2; 1,111 tỷ; 609 tỷ; 109 tỷ; 111 tỷ; 390 tỷ","Quy Vo-PTDT 7/20/2022 4:12 PM KĐT gửi Mr.Tuấn Tuan Tran-CEO Báo cáo Dự án Khu trung tâm tòa nhà hỗn hợp thương mại, văn phòng cho thuê, nhà ở, dịch vụ, bán và bảo hành xe ô tô Trung Thượng với tổng diện tích đất chào bán khoảng 6.3 hecta (giá chào bán khoảng 500 tỷ tương đương 8 tr/m2) thuộc thôn Ngọc Than, xã Ngọc Mỹ, huyện Quốc Oai, TP. Hà Nội: 1. Vị trí dự án: Dự án nằm bên cạnh đường dẫn lên cao tốc Láng – Hòa Lạc và nằm sát bên Khu công nghiệp Thạch Thất Quốc Oai với tổng quy mô 150 ha. Cách dự án 10Km về hướng Tây là Khu công nghiệp cao Hòa Lạc với diện tích 1,350 ha. Dự án có bán kính cách trung tâm thành phố Hà Nội khoảng 20 km, cách sân bay quốc tế Nội Bài khoảng 37 km. 2. Pháp lý đất: Tổng diện tích đất đã thực hiện bồi thường là 62,573.8 m2. Chưa nhận được hồ sơ về việc xác nhận đã hoàn thành nghĩa vụ tài chính về tiền sử dụng đất. 3. Pháp lý đầu tư: Quyết định số 314/QĐ-UBND ngày 13/02/2008 giao Công ty cổ phần sửa chữa ô tô Trung Thượng làm chủ đầu tư và thực hiện dự án Kh"
được chào về tại bình dương,,được chào về tại Bình Dương,1,2022-07-28,2022-07-28,,1.36ha; 1.25ha; 8029 m2,400 tỷ; 32tr/m2,"Thao L - INVT 7/28/2022 5:04 PM K.ĐT gửi anh báo cáo nhanh 02/06 dự án được chào về tại Bình Dương: A/ Dự án Victory Hoàn Cầu tiếp giáp đường Bình Chuẩn 69, Bình Chuẩn, Thuận An, Bình Dương với giá chào chuyển nhượng là 400 tỷ có tổng diện tích là 1.36ha đất nông nghiệp, diện tích hữu dụng là 1.25ha (tương đương 32tr/m2 diện tích hữu dụng). 1) Vị trí và hiện trạng: - Hiện trạng dự án là nhà xưởng bề rộng tiếp giáp đường Bình Chuẩn 69 khoảng 100m. - Dự án có 02 lối tiếp cận: + Tiếp giáp Đường Bình Chuẩn 69: bề rộng nhỏ (chỉ vừa 1 oto, rộng khoảng 4-5m); + Đường Bình Chuẩn 62: dự án có một đường dẫn từ Bình Chuẩn 62 vào dự án rộng khoảng 9m, sâu 100m. 2) Pháp lý đất: - Được duyệt đăng ký sử dụng đất - Được chấp thuận nhận chuyển nhượng QSDĐ nông nghiệp để thực hiện dự án đầu tư 3) Pháp lý đầu tư: - Chưa có thông tin - Đang lập hồ sơ xin chủ trương đầu tư. 4) Pháp lý quy hoạch: - Chưa có thông tin từ đối tác cung cấp. - Theo QHSDĐ tỉnh BD: Đất ở. - Theo QHXD: Đất công nghiệp có MĐXD: 50-8"
8029 m2 tại mỹ phước tân vạn,,8029 m2 tại Mỹ Phước - Tân Vạn,1,2022-07-28,2022-07-28,https://goo.gl/maps/aSmRwi2p279NGLcb9; https://goo.gl/maps/s4v5mQf8LyZUv8B7A,"8029 m2; 7785 m2; 6,954 m2",200 tỷ; 24.9 tr/m2,"Thao L - INVT 7/28/2022 5:04 PM B/ Dự án 8029 m2 tại Mỹ Phước - Tân Vạn, Thuận Giao, Thuận An, Tỉnh Bình Dương với giá chào 200 tỷ ( 24.9 tr/m2) 1) Vị trí và hiện trạng: - Hiện trạng dự án là bãi đất trống tọa lạc tại Đường Mỹ Phước - Tân Vạn, Thuận Giao, Thuận An, Tỉnh Bình Dương với bề rộng khoảng 60 mét. 2) Pháp lý đất: - GCN QSDĐ với Số vào sổ CT80867, MĐSD đất cơ sở sản xuất kinh doanh phi nông nghiệp, Thời hạn sử dụng đến 09/01/2049, Nguồn gốc nhận chuyển nhượng đất được Nhà nước cho thuê đất trả tiền thuê đất 1 lần (7785 m2). 3) Pháp lý đầu tư: - Chưa có thông tin. 4) Pháp lý quy hoạch: - Chưa có thông tin từ đối tác cung cấp. - Theo thông tin tra cứu QH xây dựng tỉnh BD: Vị trí dự án làm đất ở hỗn hợp kết hợp công trình dịch vụ đô thị (Diện tích đất phù hợp quy hoạch 6,954 m2, MĐXD tối đa 60%, HSSDĐ tối đa 8 lần, Tầng cao tối đa 20 tầng). 5) Pháp lý xây dựng: - Chưa có thông tin. 6) Sản phẩm phát triển - Chưa có thông tin sản phẩm cụ thể (Căn hộ và thương mại dịch vụ). 7) Đề xu"
2769m2 tại đà nẵng,,2769m2 tại Đà Nẵng,1,2022-08-03,2022-08-03,,2769m2; 30m2; 32m2; 45m2; 60m2; 2769.5 m2,"488.9 tỷ; 2.805 tỷ; 100,464 tỷ; 405,608 tỷ; 8,151 tỷ; 118,254 tỷ","Trieu Nguyen-PTDT 8/3/2022 4:45 PM KĐT gửi anh Tuan Tran-CEO báo cáo dự án 2769m2 tại Đà Nẵng: Pháp lý đất: Giấy CNQSDĐ 2769m2 đất ODT, thời hạn lâu dài, có nguồn gốc đấu giá, nhà nước giao đất có thu tiền sử dụng đất Pháp lý đầu tư: Với mục đích giữ đất và thời hạn sử dụng đất lâu dài => Căn cứ Nghị định 31/2021 hướng dẫn Luật Đầu tư, Phòng Pháp lý đề xuất không lập dự án và không xin chấp thuận chủ trương đầu tư mà thực hiện để cá nhân đứng tên GCNQSDĐ và cho một pháp nhân thuê để xây dựng và kinh doanh khách sạn Pháp lý quy hoạch: + Đất ODT: theo kế hoạch sử dụng đất năm 2022 của Quận Sơn Trà theo quyết định số 664/QĐ-UBND được ban hành + Bảng tính dựa trên thông số quy hoạch HSSD 14.92 lần, MĐXD 59.24%, 36 tầng cao Pháp lý xây dựng: tham khảo từ phòng Pháp lý, mảnh đất 2769m2 thuộc loại công trình không theo tuyến, các bước thực hiện pháp lý xây dựng (thời gian khoảng 6 - 12 tháng): + B1: Khảo sát địa hình, địa chất, rà phá bom mìn (khoảng 25 ngày) + B2: Lập Tờ trình/Nộp Hồ sơ thôn"
chung cư thành lộc,,chung cư Thành Lộc,1,2022-08-09,2022-08-09,https://goo.gl/maps/SeJtvcKkqmN6a7oy6,368.3m2; 582.6m2; 9582.6 m2; 320m2; 9262.6m2; 282.6 m2; 65 m2; 120 m2; 1ha,300 tỷ; 31.3 tr/m2; 40 triệu/m2; 46 triệu/m2; 60 triệu/m2; 69 triệu/m2; 42 tr/m2; 250 tỷ,"Quy Vo-PTDT 8/9/2022 4:15 PM KĐT gửi Mr.Tuấn Tuan Tran-CEO Báo cáo Dự án chung cư Thành Lộc với tổng diện tích đất phù hợp quy hoạch để thực hiện dự án là 8,368.3m2 (giá chào bán khoảng 300 tỷ tương đương 31.3 tr/m2 trên diện tích đất chào bán 9,582.6m2) thuộc phường An Thạnh, thành phố Thuận An, tỉnh Bình Dương: 1. Vị trí dự án: Dự án nằm trên đường Hồ Văn Mên (Quy hoạch làm tuyến đường vành đai 3) có bán kính cách thành phố mới Bình Dương 10 km, Khu công nghiệp VSIP 1 4km và sân bay Tân Sơn Nhất 15 km. 2. Pháp lý đất: Diện tích đất 9582.6 m2 đã được cấp GCN cho cá nhân: + 320m2 đất ODT: Nhà nước giao đất có thu tiền sử dụng đất. + 9262.6m2 đất CLN: Nhà nước giao đất không thu tiền sử dụng đất, thời hạn đến năm 2024. 3. Pháp lý đầu tư: - Văn bản số 4237/UBND-KT của UBND tỉnh Bình Dương về việc chấp thuận cho công ty TNHH Đầu tư bất động sản Thành Lộc nhận chuyển nhượng QSDĐ nông nghiệp (đất trồng cây lâu năm) với diện tích 9,282.6 m2 tại thửa đất số 226, 99, 224, 89, 98, 212, 5720, 57"
cảng sài gòn thép việt,,Cảng Sài Gòn – Thép Việt,1,2022-08-09,2022-08-09,,34.5 ha; 69.04 ha; 35.8 ha; 34 ha,,"Quy Vo-PTDT 8/9/2022 2:33 PM K.ĐT gửi Mr.Tuấn Tuan Tran-CEO báo cáo về 3 dự án: Dự án Cảng Sài Gòn – Thép Việt, Dự án Cảng Sao Biển, Dự án Bãi Container & Dịch vụ cảng. 1. Dự án Cảng Sài Gòn – Thép Việt (Diện tích 34.5 ha) với giá chào 100 USD/m2 và dự án Cảng Sao Biển (Diện tích 69.04 ha) với giá chào 1.76 trđ/m2 tại Mỹ Xuân, Phú Mỹ, Bà Rịa Vũng Tàu 1.1 Về Pháp lý Dự án: - Dự án Cảng Sài Gòn – Thép Việt: đã có chủ trương đầu tư, GCN quyền sử dụng đất (Đất SXKD, thời hạn đến năm 2059, thuê đất đóng tiền 1 lần), chưa có Giấy phép xây dựng. - Dự án Cảng Sài Gòn – Thép Việt: đã có chủ trương đầu tư, GCN quyền sử dụng đất (Đất SXKD, thời hạn đến năm 2060, thuê đất hàng năm), chưa có Giấy phép xây dựng. 1.2 Về vị trí và kết nối, tiềm năng hạ tầng: - Cả 2 dự án nằm trong khu bến cảng Cái Mép – Thị Vải (thuộc cảng biển Bà Rịa – Vũng Tàu một trong 2 cảng biển loại đặc biệt lớn nhất cả nước, cùng với Cảng biển Hải Phòng), tiếp giáp với đường sau cảng Mỹ Xuân Thị Vải (đường quy hoạch) kết nối đế"
bãi container dịch vụ cảng diện tích 31 ha,,Bãi Container & Dịch vụ Cảng (Diện tích 31 ha),1,2022-08-09,2022-08-09,https://goo.gl/maps/JtDt3jc8pMZ3n7xH9; https://goo.gl/maps/GPLvd34uRNT1EL5bA; https://goo.gl/maps/oJP5R9Jfe8yAcrWY6,"31 ha; 35.8 ha; 1,736 ha",,"Quy Vo-PTDT 8/9/2022 2:33 PM 2. Dự án Bãi Container & Dịch vụ Cảng (Diện tích 31 ha) với giá chào 2 trđ/m2 tại Phước Hòa, Phú Mỹ, Bà Rịa Vũng Tàu 2.1 Về Pháp lý Dự án: - Dự án đã có chủ trương đầu tư, GCN quyền sử dụng đất (Đất SXKD, thời hạn đến năm 2061, thuê đất đóng tiền 1 lần), chưa có Giấy phép xây dựng. 2.2 Về vị trí và kết nối, tiềm năng hạ tầng: - Dự án nằm trong khu bến cảng Cái Mép – Thị Vải (thuộc cảng biển Bà Rịa – Vũng Tàu một trong 2 cảng biển loại đặc biệt lớn nhất cả nước, cùng với Cảng biển Hải Phòng), dự án khu bến cảng Cái Mép khoảng 1.5km, tiếp giáp với đường 991B(đường quy hoạch) kết nối đến đường Liên Cảng Cái Mép, dự án kết nối với Cao tốc Bến Lức Long Thành thông qua cầu Phước An (dự kiến cao tốc sẽ được hoàn thành vào 2025); từ dự án kết nối thuận lợi với Quốc Lộ 51, Cao tốc Biên Hòa – Vũng Tàu thông qua đường 991B. - Tiềm năng hạ tầng: Hạ tầng giao thông (cao tốc, sân bay, đường kết nối) sẽ hoàn thành trong giai đoạn 2025 – 2026; các KCN mới ở Bà Rịa – Vũng T"
khu tổ hợp văn phòng cho thuê,,khu tổ hợp văn phòng cho thuê,1,2022-08-10,2022-08-10,https://goo.gl/maps/hgxR4SsThT7KqvbUA,"12,364 m2; 363,9m2; 70 m2; 103 m2; 2,720 m2","2,100 tỷ; 170 tr/m2","Quy Vo-PTDT 8/10/2022 10:04 AM KĐT gửi Mr.Tuấn Tuan Tran-CEO Báo cáo Dự án khu tổ hợp văn phòng cho thuê, khách sạn và chung cư Redstar với diện tích đất 12,364 m2 (giá chào bán khoảng 2,100 tỷ tương đương 170 tr/m2) thuộc khu số 1,3,4, tờ bản đồ số QH:02, đường Phạm Văn Đồng, phường An Hải Bắc, quận Sơn Trà, thành phố Đà Nẵng: 1. Vị trí dự án: Dự án cách sân bay khoảng 5Km, cách trung tâm quận Hải Châu khoảng 2Km, cách bãi tắm Phạm Văn Đồng khoảng 1Km. Dự án có 4 mặt tiền đường Phạm Văn Đồng, Chính Hữu, Dương Đình Nghệ, Lý Văn Tố tuy nhiên hình dạng lô đất không vuông vức (bị khuyết). 2. Pháp lý đất: Hiện trạng là đất cơ sở sản xuất, kinh doanh (XD văn Phòng, XD Biệt thự, XD khách sạn) được cấp GCN năm 2005 với tổng diện tích 12.363,9m2. 3. Pháp lý đầu tư: + Chưa có thông tin khác ngoài GNCNĐKKD cấp cho Công ty Cổ phần Sao Đỏ Đà Nẵng số 0400452434 do Sở Kế hoạch và Đầu tư Thành phố Đà Nẵng cấp lần đầu ngày 26/03/2008, đăng ký thay đổi lần thứ 11 ngày 17/06/2020. 4. Pháp lý quy hoạch: "
54ha liền kề sân bay phan thiết có giá chào 860 900 tỷ,,54ha liền kề sân bay Phan Thiết có giá chào 860-900 tỷ,1,2022-08-11,2022-08-11,https://goo.gl/maps/9VManjp1YiqeSC1A8,54ha; 5300ha,900 tỷ,"Trieu Nguyen-PTDT 8/11/2022 12:10 PM Edited KĐT gửi anh Tuan Tran-CEO báo cáo dự án 54ha liền kề sân bay Phan Thiết có giá chào 860-900 tỷ: Vị trí và hạ tầng giao thông kết nối - Dự án nằm sát cảng hàng không nội địa Phan Thiết đang trong giai đoạn hoàn thành Chủ trương đầu tư, đã hoàn thành công tác đền bù và giải phóng mặt bằng, phục vụ dân dụng và quốc phòng - Dự án nằm tiếp giáp đường 715, là tuyến đường kết nối đến đường Võ Nguyên Giáp - tuyến đường chính chạy về thành phố Phan Thiết, nằm cách đường Võ Nguyên Giáp khoảng 6.8km - Dự án cách biển 7.4km, cách thành phố Phan Thiết 24km 2. Đánh giá về sự ảnh hưởng sân bay Phan Thiết và các sân bay khác đến định hướng phát triển dự án bất động sản - Sân bay Long Thành là sân bay Quốc tế có quy mô 5300ha, phục vụ cho các chuyến bay quốc tế để các chuyên gia quốc tế và cư dân ở tỉnh thành khác đến Đồng Nai và các tỉnh thành lân cận để làm việc, vì định hướng phát triển quy hoạch sẽ hình thành nhiều Khu Công Nghiệp trong tương lai dẫn đến "
có mặt tiền rộng khoảng 100m ngay đường nguyễn hữu thọ,,có mặt tiền rộng khoảng 100m ngay đường Nguyễn Hữu Thọ,1,2022-08-26,2022-08-26,https://goo.gl/maps/k4R8TwNVtrg4BrJc9,3.4ha; 3ha; 34729m2; 793.62m2; 22266.33m2; 74.07m2; 11595m2; 3.47ha,589 tỷ; 17tr/m2; 70tr/m2; 64tr/m2; 57tr/m2; 130tr/m2; 77tr/m2; 65tr/m2; 203 tr/m2; 158 tr/m2; 157tr/m2; 140tr/m2; 85tr/m2; 82tr/m2; 3390 tỷ; 4710 tỷ; 690 tỷ,"Trieu Nguyen-PTDT 8/26/2022 2:10 PM Edited Dear anh Tuan Tran-CEO, Anh Binh Vo-GD-PTDT và Mi đã gặp bên chào bán là công ty Anh Tuấn để lấy thông tin sơ bộ 2 dự án 3.4ha và 3ha, thông tin cụ thể: A/ Dự án 3.4ha tại đường Nguyễn Hữu Thọ, Nhà Bè, TPHCM có giá chào 589 tỷ (17tr/m2 đất): 1. Vị trí và hiện trạng: - Dự án có mặt tiền rộng khoảng 100m ngay đường Nguyễn Hữu Thọ, Nhà Bè, TPHCM, cách đường Nguyễn Văn Linh, Q7 khoảng 5km, cách trung tâm Q1 khoảng 11km, cách sân bay Tân Sơn Nhất khoảng 17km - Nằm đối diện dự án GS Metro City, cách dự án Zeitgeist khoảng 600m - Hiện trạng đất trống (theo quan sát vệ tinh), có chiều sâu so với đường Nguyễn Hữu Thọ khoảng 380m 2. Pháp lý đất: - Chưa có hồ sơ cụ thể - Bản vẽ hiện trạng: 34729m2 đất nông 3. Pháp lý đầu tư: chưa có 4. Pháp lý quy hoạch: - QH 1.2000: + Đất thương mại 793.62m2 (2.29%) + Đất chung cư: 22266.33m2 (64.11%), HSSD 3.85 - 4.93 lần, MĐXD 20%, 18 - 23 tầng cao, dân số 2448 + Hành lang điện: 74.07m2 (0.21%) + Đất giao thông: 11595"
khu dân cư cao tầng ngọc hồi,,khu dân cư cao tầng Ngọc Hồi,1,2022-08-26,2022-08-26,https://goo.gl/maps/YaZ9tS4Xqtm5REAe6,"24,282 m2; 171 ha; 35,896 m2; 105 m2; 54.7 m2; 100 m2; 1,122 m2","1,500 tỷ; 61.7 tr/m2; 40 tr/m2; 45 tr/m2; 56 tr/m2; 65 tr/m2; 43 tr/m2; 40tr/m2","Quy Vo-PTDT 8/26/2022 2:20 PM KĐT gửi Mr.Tuấn Tuan Tran-CEO Báo cáo Dự án khu dân cư cao tầng Ngọc Hồi với tổng diện tích đất thực hiện dự án là 24,282 m2 (giá chào bán khoảng 1,500 tỷ tương đương 61.7 tr/m2) tại 486 Ngọc Hồi, Thị Trấn Văn Điển, Huyện Thanh Trì, Tp.Hà Nội: 1. Vị trí dự án: - Dự án nằm tại đường Ngọc Hồi nối quốc lộ 1A hướng chính của cửa ngõ phía Nam Thủ Đô gần mạng lưới giao thông thuận tiện như tuyến đường trên cao vành đai 3, tuyến cao tốc Hà Nội - Ninh Bình. Dự án có bán kính cách CBD Hà Nội khoảng 9.5 Km. Cách dự án về phía Nam 2.5 Km là tổ hợp ga Depot Ngọc Hồi với tổng diện tích 171 ha. - Mặt tiền dự án hiện tại tiếp giáp tuyến đường sắt Bắc Nam (quy hoạch trong tương lai là tuyến đường sắt đô thị, tuyến Yên Viên – Ngọc Hồi). 2. Pháp lý đất: - Giấy chứng nhận quyền sử dụng đất (chưa có hồ sơ). - Quyết định về việc cho phép công ty CP Tổng Bách Hóa chuyển mục đích sử dụng đất 35,896 m2 để thực hiện dự án đầu tư xây dựng Khu nhà ở. (chưa có hồ sơ). - Quyết định về"
vì 2 vấn đề trên,,Vì 2 vấn đề trên,1,2022-08-26,2022-08-26,,3.4ha; 3ha; 3.97ha; 4994.6m2; 39724 m2; 31665m2; 414m2; 7645m2,589 tỷ; 17tr/m2; 675.3 tỷ,"Unknown User 8/26/2022 2:10 PM Dear anh Tuan Tran-CEO, Anh Binh Vo-GD-PTDT và Mi đã gặp bên chào bán là công ty Anh Tuấn để lấy thông tin sơ bộ 2 dự án 3.4ha và 3ha, thông tin cụ thể: A/ Dự án 3.4ha tại đường Nguyễn Hữu Thọ, Nhà Bè, TPHCM có giá chào 589 tỷ (17tr/m2 đất): 1. Vị trí và hiện trạng: 📄 … KĐT gửi anh Tuan Tran-CEO báo cáo cập nhật tình hình nghiên cứu quỹ đất 3.4ha tại đường Nguyễn Hữu Thọ, Nhà Bè, nay bổ sung thêm diện tích đất có tổng quy mô 3.97ha, giá chào bán 17tr/m2 đất tương đương 675.3 tỷ đồng, cụ thể: 1. Vị trí và hiện trạng: Sau khi nghiên cứu sâu bản vẽ hiện trạng và ranh đất theo sổ được chào bán ban đầu (3.4ha) thì quỹ đất không có mặt tiền tiếp giáp đường Nguyễn Hữu Thọ, chỉ có mặt tiền rộng khoảng 80m tiếp giáp với đường nằm trong quy hoạch có lộ giới 40m cắt ngang đường Nguyễn Hữu Thọ Khi đi kiểm tra hiện trạng, phần đất có mặt tiếp giáp với đường Nguyễn Hữu Thọ là quy hoạch hành lang đường điện và cây xanh tuyến điện, có khả năng cao là đất của nhà nước => "
