master_id,project_name,issues,latest_report_date,coords,land_area_main,sample_excerpt
BDS-MASTER-0102,728 Cách Mạng Tháng 8 Tổng mức đầu tư (Chưa VAT),missing_report_date; missing_coordinates; land_area_outlier,,,31 m²,"[] P.ĐT báo cáo Sếp Mr Mike1 -CEO về phương án khai thác kinh doanh 03 tài sản tại TPHCM gồm 391A Nam Kỳ Khởi Nghĩa, 728 Cách Mạng Tháng Tám, Đường 12 An Phú, Quận 2 như sau: A TỔNG QUAN 03 KHU ĐẤT: Vị trí và ranh: Bản đồ 3 tài sản tại TPHCM - Google My Maps Tổng quan về chỉ tiêu QH và phương án kinh doanh đề xuất: Giả định tính toán: + Nghĩa vụ tài chính về đất (như tiền thuê đất, tiền đất bổ sung) phòng tạm chưa đưa vào do thông tin về hồ sơ pháp lý về đất đang còn hạn chế (anh Thới chỉ cung cấp loại đất và giá vốn mua) . + Tỷ lệ lấp đầy: ổn định 80% từ năm khai thác thứ 3 trở đi ~ 2029 cho cả 3 dự án. B - HIỆU QUẢ ĐẦU TƯ: 1/Khu đất 728 Cách Mạng Tháng 8 Tổng mức đầu tư (Chưa VAT): 407 tỷ "
BDS-MASTER-0103,8029 m2 tại Mỹ Phước - Tân Vạn,missing_coordinates,2022-07-28,,6.954 m²,"[2022-07-28] Thao L - INVT 7/28/2022 5:04 PM B/ Dự án 8029 m2 tại Mỹ Phước - Tân Vạn, Thuận Giao, Thuận An, Tỉnh Bình Dương với giá chào 200 tỷ ( 24.9 tr/m2) 1) Vị trí và hiện trạng: - Hiện trạng dự án là bãi đất trống tọa lạc tại Đường Mỹ Phước - Tân Vạn, Thuận Giao, Thuận An, Tỉnh Bình Dương với bề rộng khoảng 60 mét. 2) Pháp lý đất: - GCN QSDĐ với Số vào sổ CT80867, MĐSD đất cơ sở sản xuất kinh doanh phi nông nghiệp, Thời hạn sử dụng đến 09/01/2049, Nguồn gốc nhận chuyển nhượng đất được Nhà nước cho thuê đất trả tiền thuê đất 1 lần (7785 m2). 3) Pháp lý đầu tư: - Chưa có thông tin. 4) Pháp lý quy hoạch: - Chưa có thông tin từ đối tác cung cấp. - Theo thông tin tra cứu QH xây dựng tỉnh BD:"
BDS-MASTER-0104,Bãi Kèo Phú Quốc,missing_report_date; missing_coordinates,,,25.000 m² (~2.50 ha),"[] P.ĐT gửi anh Admin 01 báo cáo về dự án Bào Kèo, Phú Quốc, PA12A - 5,000 dân số; 2,269 căn hộ với mục đích chào bán toàn dự án như sau: I. THÔNG SỐ VỀ PHƯƠNG ÁN 12A: PA12A: Khai thác tối đa quỹ đất: 2.269 căn hộ, cao 40 tầng, HSSDĐ toàn khu 5.7 lần, tổng dân số 5,000 người. => PA12A tăng thêm 768 căn hộ và 1,469 người so với PA10 (1.501 căn hộ, cao 35 tầng, HSSDĐ toàn khu 4.4 lần, tổng dân số 3,531 người) II. GIẢ ĐỊNH TÍNH: 1. Điều kiện tiên quyết: Phải hoàn thành việc giải phóng mặt bằng. 2. Giá vốn đất ban đầu trước khi thực hiện chuyển nhượng dự án: 500 tỷ, gồm: - Chi phí bồi thường GPMB: 413 tỷ - Chi phí Pháp lý (từ hiện trạng đến đóng tiền SDĐ): 87 tỷ => 500 tỷ tương ứng với: ~ 12tr/m"
BDS-MASTER-0105,DKC ARITA TWIN TOWER 1,missing_coordinates,2023-04-13,,11.234 m² (~1.12 ha),"[2023-04-13] Sinh Nguyen-Dau Tu 4/13/2023 11:20 AM K.ĐT báo cáo anh Tuan Tran-CEO dự án DKC ARITA TWIN TOWER 1,1ha, số 2 Mai Mắc Đế, phường Quán Bàu, Thành phố Vinh, tỉnh Nghệ An như sau: 1/ Vị trí Tọa lạc 3 mặt tiền đường Mai Hắc Đế (quy hoạch rộng 45m), đường Phan Bội Châu (quy hoạch rộng 40m) và đường nội bộ (quy hoạch rộng 12m) Cách Chợ Vinh khoảng 2,7km, cách nhà Ga Vinh khoảng 1km, cách trung tâm hành chính Vinh khoảng 2,5km 2/ Pháp lý đất Tổng diện tích đất bàn giao: 11.233,6m² Đã bàn giao đợt 1 là 9.722,9m². Mục đích sử dụng đất SKC: 3.478,3m², ODT: 1.978m², DGT: 4.266,6m² Nguồn gốc: Thuê đất trả tiền 1 lần Chưa bàn giao đất đợt 2: 1.510,7m². Mục đích sử dụng đất SKC: 758,3m², ODT: 7"
BDS-MASTER-0106,Holiday Beach,missing_coordinates; missing_planning,2025-04-16,,75.900 m² (~7.59 ha),"[] P.ĐT xin báo cáo Sếp Admin 01 FS dự án Holiday Beach theo phương án kết hợp Khách sạn và Condotel, như sau: I. TỔNG QUAN DỰ ÁN VÀ CƠ CẤU SẢN PHẨM: Quy mô xây dựng: 2 tầng hầm, 30 tầng nổi, tổng diện tích GFA gồm hầm 75.913 m2. Tỷ lệ diện tích thương phẩm 43.702 m2 ~ 58%/GFA gồm hầm, ~ 66%/GFA chưa hầm. II. TỔNG MỨC ĐẦU TƯ DỰ KIẾN Tổng mức đầu tư (bao gồm VAT) được dự kiến xây dựng hoàn thiện tiêu chuẩn 5 sao. III. PHÂN BỔ GIÁ VỐN VÀ TÍNH GIÁ HÒA VỐN: Cơ cấu giá vốn/m2 thương phẩm Giá vốn phân bổ cho từng loại sản phẩm: Do tổng diện tích kinh doanh gồm nhiều loại hình (bán, cho thuê, shop, condotel), với giả định các sản phẩm có khả năng tạo ra dòng tiền cao hơn sẽ gánh tỷ trọng giá vốn lớ"
BDS-MASTER-0107,Khu nhà ở Đại Quang Minh,missing_coordinates,2023-06-12,,9.680 m²,"[2023-06-12] Thao L - INVT 6/12/2023 1:50 PM K.ĐT báo cáo anh Tuan Tran-CEO về dự án Khu nhà ở Đại Quang Minh, Thuận Giao, Bình Dương - Dự án thấp tầng nằm cùng khu với Dự án cao tầng Việt An; Nguồn Mr. Duy - P.PTQĐ như sau: 1/ THÔNG TIN DỰ ÁN: - Giá chào: 135 tỷ cho phần còn lại của dự án - 55 nền đất chưa xây dựng nhà ở, hạ tầng hoàn thiện. - Diện tích đất dự án: 9.680m2 trong đó có 5.034,8m2 đất ở tương ứng 75 căn, đối tác đã bán 20 căn có tổng diện tích đất là 1.392,4m2 => Phần diện tích đất ở thương phẩm còn lại là 3.642,4m2 với giá chào 135 tỷ ~ 37,1tr/m2 đất ở. - Vị trí: Tiếp giáp đường D4 (vào bằng đường Thuận Giao 09), Thuận Giao, Thuận An, Bình Dương. - Link map: https://goo.gl/map"
BDS-MASTER-0108,Khu trung tâm tòa nhà hỗn hợp thương mại,missing_coordinates,2022-07-20,,1.500.000 m² (~150.00 ha),"[2022-07-20] Quy Vo-PTDT 7/20/2022 4:12 PM KĐT gửi Mr.Tuấn Tuan Tran-CEO Báo cáo Dự án Khu trung tâm tòa nhà hỗn hợp thương mại, văn phòng cho thuê, nhà ở, dịch vụ, bán và bảo hành xe ô tô Trung Thượng với tổng diện tích đất chào bán khoảng 6.3 hecta (giá chào bán khoảng 500 tỷ tương đương 8 tr/m2) thuộc thôn Ngọc Than, xã Ngọc Mỹ, huyện Quốc Oai, TP. Hà Nội: 1. Vị trí dự án: Dự án nằm bên cạnh đường dẫn lên cao tốc Láng – Hòa Lạc và nằm sát bên Khu công nghiệp Thạch Thất Quốc Oai với tổng quy mô 150 ha. Cách dự án 10Km về hướng Tây là Khu công nghiệp cao Hòa Lạc với diện tích 1,350 ha. Dự án có bán kính cách trung tâm thành phố Hà Nội khoảng 20 km, cách sân bay quốc tế Nội Bài khoảng 37 km."
BDS-MASTER-0109,Khu Đô Thị Mới Hậu Nghĩa - Đức Hòa,missing_coordinates,2023-06-17,,100.000 m² (~10.00 ha),"[2023-06-17] Thao L - INVT 6/17/2023 11:19 AM K.ĐT gửi anh Tuan Tran-CEO thông tin về dự án Khu Đô Thị Mới Hậu Nghĩa - Đức Hòa như sau: THÔNG TIN VỀ DỰ ÁN KHU ĐÔ THỊ MỚI HẬU NGHĨA – ĐỨC HÒA 1/ Vị trí: https://goo.gl/maps/KCGefw7KgVDUzTPh7 2/ Thông tin: - Năm 2018 VinGroup có văn bản Đề xuất lập quy hoạch đầu tư dự án Khu đô thị mới Hậu Nghĩa – Đức Hòa, vì thế hiện nay trên các trang thông tin (Guland, các báo điện tử,…) đều thể hiện VinGroup là CĐT của dự án này. - Tuy nhiên vào ngày 07/06/2023 Sở Kế Hoạch và Đầu Tư ban hành thông báo số 773/TB-SKHĐT về việc Thông báo mời quan tâm dự án đầu tư có sử dụng đất: Dự án Khu đô thị mới Hậu Nghĩa – Đức Hòa thông qua hình thức Đầu thầu dự án đầu tư "
BDS-MASTER-0110,Nơ Trang Long,missing_report_date; missing_coordinates,,,118 m²,"[] Phòng ĐT báo cáo Sếp Mr Mike1 -CEO về cập nhật lại dự án Nơ Trang Long, điều chỉnh Shop khối đế 1 trệt 1 lầu như nhà phố ở PA1 và PA 2 (Cao tầng) và thêm Phương án 3 Shophouse thấp tầng như sau: Phương án 1: Phù hợp (dưới <=) chỉ tiêu cho phép theo 1/2000 Phương án 2: Cao hơn (>=) chỉ tiêu cho phép 1/2000, cơ sở tham khảo từ dự án gần đó là Ascent Plaza. Phương án 3: Thấp tầng, thiết kế 26 căn Shophouse 5 tầng. A - Hiệu quả dự án theo phương án 1 (phù hợp chỉ tiêu 1/2000 hiện hữu): Chỉ tiêu QH: Tầng cao 18 tầng, 1 tầng hầm, hệ số 6 lần, dân số 465, dt sàn xây dựng 25.289 m2, diện tích sàn kinh doanh 13.694 m2 (Căn hộ 12.151,3 m2; Shophouse 1.543 m2). Tổng doanh thu chưa VAT là: 984 tỷ đồn"
BDS-MASTER-0111,Phú Quang,missing_coordinates; land_area_outlier,2025-07-15,,98 m²,"[2025-07-15] Khoa L - INVT 7/15/2025 5:46 PM Translate P.ĐT báo cáo CEO Mr Mike1 -CEO cập nhật FS dự án Phú Quang, Về nghĩa vụ tiền sử dụng đất dự án, trước đây Công ty đang định hướng sẽ được khấu trừ phần tiền sử dụng đất mà đối tác cam kết nộp cho diện tích giao đất đợt 1 (tương ứng với QH 1/500 cũ) vào số tiền sử dụng đất đợt 2 (theo QH 1/500 mới). Tuy nhiên, hiện nay công tác điều chỉnh QH1/500 đã được hoàn thành trước công tác đóng tiền đợt 1 thực hiện. Do đó, khả năng công ty sẽ phải đóng full tiền sử dụng đất mà không được khấu trừ. => P.ĐT cập nhật lại FS dự án theo phương án đóng full tiền sử dụng đất. (ước tính ~8.000 tỷ) như sau: - LNTT: 23.797 tỷ - NPV: 3.676 tỷ - IRR: 19.17% - "
BDS-MASTER-0112,Phượng Hoàng,missing_coordinates; missing_land_area,2025-08-20,,,"[2025-08-20] Thao L - INVT 8/20/2025 9:01 PM Translate K.ĐT báo cáo anh Mr Mike1 -CEO về cập nhật dự án Phượng Hoàng như sau: - Chi phí nhà mẫu: 14.5 tỷ (phương án cũ 12 tỷ) - Chi phí XD chung cư: 618.8 tỷ - Chi phí lãi vay: không thay đổi nhiều (Phương án mới lãi suất giảm còn 6.5%, tuy nhiên chi phí xây dựng cao. Phương án cũ lãi suất 7% - 8%, tuy nhiên chi phí xây dựng thấp) - Chi phí bán hàng theo Mr. Cường đề xuất: 15% đã bao gồm 27 tỷ chi phí hỗ trợ lãi suất cho người mua (phương án cũ: 15% nhưng chưa bao gồm chi phí hỗ trợ lãi suất) - FS tính dựa theo Phương án thanh toán chuẩn Mr. Cường đề xuất: - Hiệu quả tài chính: + Lợi nhuận trước thuế/TMĐT: 8.2% (nếu tiết giảm được 5% chi phí xâ"
BDS-MASTER-0113,chung cư Hải Sơn có diện tích đất 8,missing_report_date; missing_coordinates,,,8.600 m²,"[] P.ĐT xin báo cáo sếp Admin 01 về sơ bộ dự án chung cư Hải Sơn có diện tích đất 8.321 m2 (nguồn từ anh Sơn Trợ lý) tại đường Huỳnh Văn Nghệ, P. Biên Hòa, Thành phố Đồng Nai như sau: I. Vị trí và ranh đất: https://www.google.com/maps/d/edit?mid=1pYF3M65dQngj9P_VP8SbXUKy92nYnFo&usp=sharing => Đánh giá sơ bộ hiện trạng: Đường kết nối vào khu đất từ đường Huỳnh Văn Nghệ có bề ngang nhỏ, chỉ khoảng 8.8 m, cần đánh giá có đủ điều kiện kết nối giao thông cho dự án chung cư cao tầng hay không. Chiều sâu từ đường Huỳnh Văn Nghệ vào khoảng 28 m, lối vào có hình nút thắt cổ chai. Hình dạng khu đất kiểu đa giác không đều, khó bố trí không gian. Đối diện là khu đất nghĩa trang, có mặt tiền ôm đường hơn"
BDS-MASTER-0114,chung cư trên quy đất này có thể theo 2 hướng,missing_report_date; missing_coordinates; land_area_outlier,,,0 m²,"[] Phòng pháp lý tư vấn để triển khai phát triển dự án chung cư trên quy đất này có thể theo 2 hướng: + Hướng 1 (muốn triển khai sớm): Vì QH 1/2000 đã quy định rõ quỹ đất này thuộc 1 phần ô đất I.04 có chức năng Khu nhà cao tầng có quy mô 46000m2, dân số 2448 người, 18-23 tầng cao, MĐXD 20%, HSSD 3.85-4.93 => BeeG cần phải mua thêm các thửa đất liền kề để sở hữu đủ phần đất thuộc ô I.04 thì mới có thể làm dự án hoặc tham gia đấu thầu dự án vì BeeG sở hữu lớn phần đất thuộc ô I.04 nên có khả năng trúng thầu cao hơn + Hướng 2 (triển khai trên quỹ đất hiện trạng, không cần mua thêm các thửa liền kề): Mua tích trữ quỹ đất chờ đến khi luật sửa đổi khi không cần phải có đất ở nhưng vẫn thực hiện đ"
BDS-MASTER-0115,khu dân cư cao tầng Ngọc Hồi với tổng diện tích đất thực hiện dự án là 24,missing_coordinates,2022-08-26,,24.282 m² (~2.43 ha),"[2022-08-26] Quy Vo-PTDT 8/26/2022 2:20 PM KĐT gửi Mr.Tuấn Tuan Tran-CEO Báo cáo Dự án khu dân cư cao tầng Ngọc Hồi với tổng diện tích đất thực hiện dự án là 24,282 m2 (giá chào bán khoảng 1,500 tỷ tương đương 61.7 tr/m2) tại 486 Ngọc Hồi, Thị Trấn Văn Điển, Huyện Thanh Trì, Tp.Hà Nội: 1. Vị trí dự án: - Dự án nằm tại đường Ngọc Hồi nối quốc lộ 1A hướng chính của cửa ngõ phía Nam Thủ Đô gần mạng lưới giao thông thuận tiện như tuyến đường trên cao vành đai 3, tuyến cao tốc Hà Nội - Ninh Bình. Dự án có bán kính cách CBD Hà Nội khoảng 9.5 Km. Cách dự án về phía Nam 2.5 Km là tổ hợp ga Depot Ngọc Hồi với tổng diện tích 171 ha. - Mặt tiền dự án hiện tại tiếp giáp tuyến đường sắt Bắc Nam (quy hoạc"
BDS-MASTER-0116,khu nhà ở Lộc Phú Gia với tổng diện tích đất thực hiện dự án là 690,missing_report_date; missing_coordinates,,,690.000 m² (~69.00 ha),"[] Báo cáo Dự án khu nhà ở Lộc Phú Gia với tổng diện tích đất thực hiện dự án là 690.000 m2 (giá chào bán khoảng 1,725 tỷ tương đương 2.5 tr/m2) tại mặt tiền đường ĐH 505 và ĐH 507 thuộc Xã Vĩnh Hòa, Huyện Phú Giáo, Tỉnh Bình Dương: Vị trí dự án: - Dự án tiếp giáp 2 mặt tiền đường hiện hữu: + Mặt tiền tiếp giáp khoảng 643m, giáp đường ĐH 505, đường nhựa rộng khoảng 10m (QH đường dự kiến 32m); + Mặt tiền tiếp giáp đường khoảng 95m, giáp đường ĐH 507 đường nhựa rộng khoảng 10m (QH đường dự kiến 32m). - Dự án tiếp giáp đường quy hoạch: + Bên phải QHTT GTVT tỉnh Bình Dương đường ĐT750B lộ giới 52m kết nối với đường DT741, cách đường DT 741 khoảng 3.5km. - Cách khu công nghiệp An Lin"
BDS-MASTER-0117,khu tổ hợp văn phòng cho thuê,missing_coordinates,2022-08-10,,12.400 m² (~1.24 ha),"[2022-08-10] Quy Vo-PTDT 8/10/2022 10:04 AM KĐT gửi Mr.Tuấn Tuan Tran-CEO Báo cáo Dự án khu tổ hợp văn phòng cho thuê, khách sạn và chung cư Redstar với diện tích đất 12,364 m2 (giá chào bán khoảng 2,100 tỷ tương đương 170 tr/m2) thuộc khu số 1,3,4, tờ bản đồ số QH:02, đường Phạm Văn Đồng, phường An Hải Bắc, quận Sơn Trà, thành phố Đà Nẵng: 1. Vị trí dự án: Dự án cách sân bay khoảng 5Km, cách trung tâm quận Hải Châu khoảng 2Km, cách bãi tắm Phạm Văn Đồng khoảng 1Km. Dự án có 4 mặt tiền đường Phạm Văn Đồng, Chính Hữu, Dương Đình Nghệ, Lý Văn Tố tuy nhiên hình dạng lô đất không vuông vức (bị khuyết). 2. Pháp lý đất: Hiện trạng là đất cơ sở sản xuất, kinh doanh (XD văn Phòng, XD Biệt thự, XD kh"
BDS-MASTER-0118,khá cao cấp),missing_report_date; missing_coordinates,,,150 m²,"[] Phòng QH đã tính toán chỉ tiêu trên cơ sở tối ưu hệ số và diện tích thương phẩm căn hộ ở theo chỉ tiêu 32 m2/dân, tăng 3.660 m2 + Tính theo chỉ tiêu 32m2/dân: 16.736 m2 = 523 dân * 32m2/dân; + Tính theo chỉ tiêu 25m2/dân: 13.075 m2 = 523 dân * 25m2/dân; Và phương án chỉ tiêu cơ bản như sau: Tầng cao: 03 tầng hầm, 32 tầng nổi, hệ số sử dụng đất: 12,8 lần Sản phẩm: Tổng 270 căn gồm 8 căn Shop TM 2 tầng và 262 căn hộ ở (Dân số 507, dư 17 dân vì ưu tiên bố trí hệ số cho Shop TM bán giá tốt hơn giá căn hộ). 2. HIỆU QUẢ TÀI CHÍNH 2.1 Doanh thu: (i) Giá bán theo P.R&D đề xuất như sau: + Giá bán căn hộ ở thời điểm cuối năm 2026 (diện tích tim tường, chưa VAT): 87 tr.đ/m2 ~ 5,86 tỷ đồng/căn 67 m2."
BDS-MASTER-0119,Đông Trung,missing_coordinates,2022-11-02,,120.000 m² (~12.00 ha),"[2022-11-02] Trieu Nguyen-PTDT 11/2/2022 6:28 PM KĐT gửi anh Tuan Tran-CEO báo cáo đánh giá dự án Đông Trung, Bình Dương, cụ thể: Pháp lý đất: Quy mô đất 4.6ha đã đền bù cho dân Pháp lý đầu tư: - Đã có chủ trương đầu tư là nhà phố thấp tầng cho tổng quy mô 12ha - UBND có văn bản trả lời chấp thuận điều chỉnh chủ trương từ toàn bộ đất ở thấp tầng -> đất ở cao tầng và nhà phố thấp tầng, và điều chỉnh giảm quy mô dự án từ 12ha xuống còn 4.6ha Pháp lý quy hoạch: - Đã có QH 1.500 cho tổng quy mô 12ha (dân số 2970 người) phát triển dự án thấp tầng. Tuy nhiên, sau khi rà soát phát hiện 5.4ha có nguồn gốc đất công nên chủ đầu tư cũ đã trình bản quy hoạch QH 1/500 điều chỉnh thành dự án có quy mô 4.6"
BDS-MASTER-0120,(Chi phí đất,missing_coordinates; missing_planning,2022-12-15,,750.000 m² (~75.00 ha),"[2022-12-15] Thao L - INVT 12/15/2022 12:04 PM Edited K.ĐT gửi anh Tuan Tran-CEO báo cáo về Cụm công nghiệp Giao Yến, quy mô 75ha tại xã Giao Yến, huyện Giao Thủy, tỉnh Nam Định như sau: 1. Hiện trạng và hạ tầng: - Hiện trạng: Đất nông nghiệp, trống và chưa có đường lớn kết nối vào khu đất. - Hạ tầng trương lai: Giáp với Đường bộ Ven biển, sẽ kết nối thẳng với QL37B (hiện hữu) và kết nối thẳng Đường Nam Định - Lạc Quần đang triển khai xây dựng và dự kiến hoàn thành năm 2027 với tổng chiều dài 24,7km, TMĐT: 6000 tỷ và mặt cắt tại đoạn lớn nhất 100m. Đường Nam Định - Lạc Quần sẽ trực tiếp kết nối Cao Tốc Ninh Bình – Hải Phòng – Quảng Ninh. => Tạo hệ thống hạ tầng kết nối thuận tiện đến các tỉn"
